activeAction	0x100	?	engine
bg_debugWeaponAnim	0x200	0	cgame
bg_debugWeaponState	0x200	0	cgame
bg_fallDamageMaxHeight	0x208	480	cgame
bg_fallDamageMinHeight	0x208	256	cgame
bg_foliagesnd_fastinterval	0xa00	500	cgame
bg_foliagesnd_maxspeed	0xa00	180	cgame
bg_foliagesnd_minspeed	0xa00	40	cgame
bg_foliagesnd_resetinterval	0xa00	500	cgame
bg_foliagesnd_slowinterval	0xa00	1500	cgame
bg_ladder_yawcap	0xa00	100	cgame
bg_prone_yawcap	0xa00	85	cgame
bg_swingSpeed	0x200	0.2	cgame
bg_viewheight_crouched	0xa00	40	cgame
bg_viewheight_prone	0xa00	11	cgame
bg_viewheight_standing	0xa00	60	cgame
cg_animState	0x200	0	cgame
cg_autodemo	0x1	0	cgame
cg_autoscreenshot	0x1	0	cgame
cg_blood	0x1	1	cgame
cg_bobAmplitudeDucked	0xa00	0.0075	cgame
cg_bobAmplitudeProne	0xa00	0.03	cgame
cg_bobAmplitudeStanding	0xa00	0.007	cgame
cg_bobMax	0xa00	8	cgame
cg_brass	0x1	1	cgame
cg_centertime	0x200	5	cgame
cg_chatHeight	0x1	8	cgame
cg_chatTime	0x1	12000	cgame
cg_crosshairAlpha	0x1	1.0	cgame
cg_crosshairAlphaMin	0x1	0.7	cgame
cg_crosshairDynamic	0x1	0	cgame
cg_crosshairNoGun	0x1	gfx/reticle/hud@center_ads.tga	cgame
cg_crosshairSize	0x1	48	engine
cg_currentSelectedPlayer	0x1	0	cgame
cg_cursorHints	0x1	4	engine
cg_deadbodyque	0x1	32	cgame
cg_debuganim	0x200	0	cgame
cg_debugevents	0x200	0	cgame
cg_debugposition	0x200	0	cgame
cg_debugProneCheck	0x200	0	cgame
cg_debugProneCheckDepthCheck	0x200	1	cgame
cg_descriptiveText	0x1	1	engine
cg_draw2D	0x200	1	cgame
cg_drawCompass	0x1	1	engine
cg_drawCrosshair	0x1	1	engine
cg_drawCrosshairNames	0x1	1	cgame
cg_drawCrosshairPickups	0x1	1	cgame
cg_drawFPS	0x1	0	cgame
cg_drawGun	0x1	1	engine
cg_drawNotifyText	0x1	1	engine
cg_drawRewards	0x1	1	cgame
cg_drawScriptUsage	0x0	0	cgame
cg_drawShader	0x200	0	cgame
cg_drawSnapshot	0x1	0	cgame
cg_drawSoundOverlay	0x0	0	cgame
cg_drawStatus	0x1	1	cgame
cg_drawTeamOverlay	0x1	2	cgame
cg_dumpAnims	0x200	-1	cgame
cg_errordecay	0x0	100	cgame
cg_footsteps	0x200	1	cgame
cg_fov	0x201	80	cgame
cg_gameBoldMessageWidth	0x1	60	cgame
cg_gameMessageWidth	0x1	70	cgame
cg_gun_move_f	0x200	0	cgame
cg_gun_move_minspeed	0x200	0	cgame
cg_gun_move_r	0x200	0	cgame
cg_gun_move_rate	0x200	0	cgame
cg_gun_move_u	0x200	0	cgame
cg_gun_ofs_f	0x200	0	cgame
cg_gun_ofs_r	0x200	0	cgame
cg_gun_ofs_u	0x200	0	cgame
cg_gunX	0x200	0	cgame
cg_gunY	0x200	0	cgame
cg_gunZ	0x200	0	cgame
cg_hintFadeTime	0x1	100	cgame
cg_hudAlpha	0x1	1.0	cgame
cg_hudCompassMaxRange	0x1	1024	cgame
cg_hudCompassMinRadius	0x1	0	cgame
cg_hudCompassMinRange	0x1	0	cgame
cg_hudCompassSize	0x1	1.0	cgame
cg_hudCompassSpringyPointers	0x1	0	cgame
cg_hudDamageIconHeight	0x1	64	cgame
cg_hudDamageIconInScope	0x201	0	cgame
cg_hudDamageIconOffset	0x1	32	cgame
cg_hudDamageIconTime	0x1	2000	cgame
cg_hudDamageIconWidth	0x1	128	cgame
cg_hudFiles	0x0	ui_mp/hud.txt	cgame
cg_hudObjectiveMaxHeight	0x1	70	cgame
cg_hudObjectiveMaxRange	0x1	2048	cgame
cg_hudObjectiveMinAlpha	0x1	1	cgame
cg_hudObjectiveMinHeight	0x1	-70	cgame
cg_hudStanceFlash_b	0x0	0.3	cgame
cg_hudStanceFlash_g	0x0	1.0	cgame
cg_hudStanceFlash_r	0x0	1.0	cgame
cg_hudStanceHintPrints	0x1	0	cgame
cg_ignore	0x0	0	cgame
cg_lagometer	0x1	0	cgame
cg_letterbox	0x100	0	cgame
cg_marks	0x1	1	cgame
cg_noplayeranims	0x200	0	cgame
cg_nopredict	0x0	0	cgame
cg_norender	0x0	0	cgame
cg_noTaunt	0x1	0	cgame
cg_noVoiceChats	0x1	0	engine
cg_noVoiceText	0x1	0	engine
cg_predictItems	0x3	1	engine
cg_railTrailTime	0x1	400	cgame
cg_scoreboardScrollStep	0x1	3	cgame
cg_shadows	0x201	0	engine-ri
cg_shock_mouse	0x200	1	cgame
cg_shock_mouse_fadeTime	0x200	2	cgame
cg_shock_mouse_maxpitchspeed	0x200	90	cgame
cg_shock_mouse_maxyawspeed	0x200	90	cgame
cg_shock_mouse_sensitivityscale	0x0	cg_shock_mouse_fadeTime	cgame
cg_shock_screenBlendFadeTime	0x200	1	cgame
cg_shock_screenBlendTime	0x200	0.4	cgame
cg_shock_sound	0x200	1	cgame
cg_shock_soundFadeInTime	0x200	0.25	cgame
cg_shock_soundFadeOutTime	0x200	2.5	cgame
cg_shock_soundLoopEndDelay	0x200	-3.0	cgame
cg_shock_soundLoopFadeTime	0x200	1.5	cgame
cg_shock_soundModEndDelay	0x200	2	cgame
cg_shock_soundRoomType	0x200	underwater	cgame
cg_shock_soundWetLevel	0x200	0.5	cgame
cg_shock_viewKickPeriod	0x200	.75	cgame
